Time,Rainfall,Soil_Moisture1,Soil_Moisture2,Soil_Moisture3,Depth (cm)
25-04-2013 23:00,0,0.5896,0.545,0.3837,30
26-04-2013 0:00,0,0.5894,0.5449,0.3836,30
26-04-2013 1:00,0,0.5889,0.5449,0.3836,30
26-04-2013 2:00,0,0.5887,0.5447,0.3836,30
26-04-2013 3:00,0,0.5886,0.5447,0.3838,30
26-04-2013 4:00,0,0.5886,0.5448,0.3838,30
26-04-2013 5:00,0.2,0.5886,0.5448,0.3839,30
26-04-2013 6:00,0,0.5884,0.5449,0.3839,30
26-04-2013 7:00,0,0.5882,0.5449,0.3838,30
26-04-2013 8:00,0,0.5881,0.5452,0.3836,30
26-04-2013 9:00,0,0.5878,0.5452,0.3833,30
26-04-2013 10:00,0,0.5877,0.5448,0.3832,30
26-04-2013 11:00,0,0.5874,0.5448,0.3828,30
26-04-2013 12:00,0,0.5871,0.5445,0.3826,30
26-04-2013 13:00,0,0.5868,0.5445,0.3822,30
26-04-2013 14:00,0,0.5864,0.5442,0.382,30
26-04-2013 15:00,0,0.5861,0.5442,0.3816,30
26-04-2013 16:00,0,0.5868,0.5434,0.3814,30
26-04-2013 17:00,0,0.5868,0.5434,0.3812,30
26-04-2013 18:00,0,0.587,0.5435,0.381,30
26-04-2013 19:00,0,0.5875,0.5435,0.3811,30
26-04-2013 20:00,0,0.5873,0.5432,0.381,30
26-04-2013 21:00,0,0.5871,0.5432,0.3809,30
26-04-2013 22:00,0,0.5871,0.5431,0.381,30
26-04-2013 23:00,0,0.5872,0.5431,0.3811,30
27-04-2013 0:00,0,0.5873,0.5431,0.3813,30
27-04-2013 1:00,0,0.5871,0.5431,0.3815,30
27-04-2013 2:00,0,0.5869,0.543,0.3819,30
27-04-2013 3:00,0,0.5869,0.543,0.3822,30
27-04-2013 4:00,0,0.5871,0.5427,0.3825,30
27-04-2013 5:00,0,0.5871,0.5427,0.3827,30
27-04-2013 6:00,0,0.5873,0.5427,0.3829,30
27-04-2013 7:00,0,0.5873,0.5427,0.383,30
27-04-2013 8:00,0,0.5871,0.5424,0.3829,30
27-04-2013 9:00,0,0.587,0.5424,0.3827,30
27-04-2013 10:00,0,0.5868,0.5422,0.3826,30
27-04-2013 11:00,0,0.5865,0.5422,0.3822,30
27-04-2013 12:00,0,0.5863,0.5419,0.3819,30
27-04-2013 13:00,0,0.5859,0.5419,0.3815,30
27-04-2013 14:00,0,0.5855,0.5417,0.3812,30
27-04-2013 15:00,0,0.5851,0.5417,0.3808,30
27-04-2013 16:00,0,0.5863,0.5412,0.3803,30
27-04-2013 17:00,0,0.5871,0.5412,0.3801,30
27-04-2013 18:00,0,0.5872,0.5407,0.3801,30
27-04-2013 19:00,0,0.5869,0.5407,0.3801,30
27-04-2013 20:00,0,0.5866,0.5406,0.3801,30
27-04-2013 21:00,0,0.5864,0.5406,0.38,30
27-04-2013 22:00,0,0.5865,0.5403,0.3799,30
27-04-2013 23:00,0,0.5867,0.5403,0.38,30
28-04-2013 0:00,0,0.587,0.5403,0.3803,30
28-04-2013 1:00,0,0.5869,0.5403,0.3807,30
28-04-2013 2:00,0,0.5867,0.5411,0.3812,30
28-04-2013 3:00,0,0.5868,0.5411,0.3816,30
28-04-2013 4:00,0,0.5869,0.5414,0.3821,30
28-04-2013 5:00,0,0.5872,0.5414,0.3825,30
28-04-2013 6:00,0,0.5873,0.5409,0.3827,30
28-04-2013 7:00,0,0.5873,0.5409,0.3828,30
28-04-2013 8:00,0,0.5871,0.5403,0.3828,30
28-04-2013 9:00,0,0.5868,0.5403,0.3826,30
28-04-2013 10:00,0,0.5868,0.5396,0.3823,30
28-04-2013 11:00,0,0.5864,0.5396,0.3821,30
28-04-2013 12:00,0,0.5861,0.5392,0.3817,30
28-04-2013 13:00,0,0.5857,0.5392,0.3813,30
28-04-2013 14:00,0,0.5854,0.539,0.3809,30
28-04-2013 15:00,0,0.5851,0.539,0.3805,30
28-04-2013 16:00,0,0.5864,0.5385,0.3801,30
28-04-2013 17:00,0,0.5869,0.5385,0.3798,30
28-04-2013 18:00,0,0.5869,0.5381,0.3798,30
28-04-2013 19:00,0,0.5866,0.5381,0.3797,30
28-04-2013 20:00,0,0.5864,0.5378,0.3797,30
28-04-2013 21:00,0,0.5863,0.5378,0.3795,30
28-04-2013 22:00,0,0.5862,0.5378,0.3795,30
28-04-2013 23:00,0,0.5864,0.5378,0.3796,30
29-04-2013 0:00,0,0.5866,0.5378,0.3799,30
29-04-2013 1:00,0,0.5867,0.5378,0.3803,30
29-04-2013 2:00,0,0.5866,0.5376,0.3808,30
29-04-2013 3:00,0,0.5867,0.5376,0.3814,30
29-04-2013 4:00,0,0.5871,0.5375,0.3818,30
29-04-2013 5:00,0,0.5877,0.5375,0.3821,30
29-04-2013 6:00,0,0.5877,0.5373,0.3825,30
29-04-2013 7:00,0,0.5877,0.5373,0.3827,30
29-04-2013 8:00,0,0.5875,0.5372,0.3827,30
29-04-2013 9:00,0,0.5873,0.5372,0.3824,30
29-04-2013 10:00,0,0.5872,0.5371,0.3822,30
29-04-2013 11:00,0,0.5869,0.5371,0.3821,30
29-04-2013 12:00,0,0.5868,0.5369,0.3817,30
29-04-2013 13:00,0,0.5867,0.5369,0.3814,30
29-04-2013 14:00,0,0.5865,0.5366,0.3809,30
29-04-2013 15:00,0,0.5863,0.5366,0.3806,30
29-04-2013 16:00,0,0.5862,0.5363,0.3802,30
29-04-2013 17:00,0,0.5862,0.5363,0.3798,30
29-04-2013 18:00,0,0.5864,0.5358,0.3796,30
29-04-2013 19:00,0,0.5867,0.5358,0.3792,30
29-04-2013 20:00,0,0.586,0.5355,0.3791,30
29-04-2013 21:00,0,0.586,0.5355,0.3788,30
29-04-2013 22:00,0,0.5865,0.5351,0.3787,30
29-04-2013 23:00,0,0.5862,0.5351,0.3788,30
30-04-2013 0:00,0,0.5858,0.5352,0.3786,30
30-04-2013 1:00,0,0.5855,0.5352,0.3786,30
30-04-2013 2:00,0,0.5855,0.5363,0.3787,30
30-04-2013 3:00,0,0.5855,0.5363,0.3787,30
30-04-2013 4:00,0,0.5855,0.5363,0.3789,30
30-04-2013 5:00,0,0.5855,0.5363,0.379,30
30-04-2013 6:00,0,0.5856,0.5357,0.379,30
30-04-2013 7:00,0,0.5855,0.5357,0.379,30
30-04-2013 8:00,0,0.5855,0.5351,0.3788,30
30-04-2013 9:00,0,0.5853,0.5351,0.3786,30
30-04-2013 10:00,0,0.5851,0.5345,0.3785,30
30-04-2013 11:00,0,0.585,0.5345,0.3783,30
30-04-2013 12:00,0,0.5847,0.534,0.3781,30
30-04-2013 13:00,0,0.5846,0.534,0.378,30
30-04-2013 14:00,0,0.5842,0.5336,0.3779,30
30-04-2013 15:00,0,0.5841,0.5336,0.3776,30
30-04-2013 16:00,0,0.5841,0.5333,0.3774,30
30-04-2013 17:00,0,0.5851,0.5333,0.3773,30
30-04-2013 18:00,0,0.5853,0.5329,0.3773,30
30-04-2013 19:00,0,0.5854,0.5329,0.3773,30
30-04-2013 20:00,0,0.5855,0.5325,0.3774,30
30-04-2013 21:00,0,0.5854,0.5325,0.3773,30
30-04-2013 22:00,0,0.5855,0.5324,0.3773,30
30-04-2013 23:00,0,0.5857,0.5324,0.3774,30
01-05-2013 0:00,0,0.5856,0.5323,0.3776,30
01-05-2013 1:00,0,0.5852,0.5323,0.3778,30
01-05-2013 2:00,0,0.585,0.5325,0.378,30
01-05-2013 3:00,0,0.5851,0.5325,0.3783,30
01-05-2013 4:00,0,0.5851,0.5324,0.3785,30
01-05-2013 5:00,0,0.5851,0.5324,0.3786,30
01-05-2013 6:00,0,0.5851,0.5323,0.3788,30
01-05-2013 7:00,0,0.5849,0.5323,0.3786,30
01-05-2013 8:00,0,0.5847,0.5321,0.3785,30
01-05-2013 9:00,0,0.5845,0.5321,0.3783,30
01-05-2013 10:00,0,0.584,0.532,0.378,30
01-05-2013 11:00,0,0.5838,0.532,0.3777,30
01-05-2013 12:00,0,0.5834,0.5317,0.3773,30
01-05-2013 13:00,0,0.5829,0.5317,0.3769,30
01-05-2013 14:00,0,0.5825,0.5313,0.3765,30
01-05-2013 15:00,0,0.5821,0.5313,0.3761,30
01-05-2013 16:00,0,0.5834,0.5311,0.3757,30
01-05-2013 17:00,0,0.5842,0.5311,0.3755,30
01-05-2013 18:00,0,0.5842,0.5307,0.3755,30
01-05-2013 19:00,0,0.5838,0.5307,0.3755,30
01-05-2013 20:00,0,0.5837,0.5304,0.3755,30
01-05-2013 21:00,0,0.5834,0.5304,0.3755,30
01-05-2013 22:00,0,0.5834,0.5301,0.3755,30
01-05-2013 23:00,0,0.5836,0.5301,0.3755,30
02-05-2013 0:00,0,0.5837,0.5301,0.3758,30
02-05-2013 1:00,0,0.5834,0.5301,0.3761,30
02-05-2013 2:00,0,0.583,0.5313,0.3764,30
02-05-2013 3:00,0,0.583,0.5313,0.3767,30
02-05-2013 4:00,0,0.5831,0.5313,0.377,30
02-05-2013 5:00,0,0.5833,0.5313,0.3773,30
02-05-2013 6:00,0,0.5833,0.5307,0.3774,30
02-05-2013 7:00,0,0.5832,0.5307,0.3774,30
02-05-2013 8:00,0,0.5831,0.5301,0.3774,30
02-05-2013 9:00,0,0.5829,0.5301,0.3772,30
02-05-2013 10:00,0,0.5827,0.5295,0.377,30
02-05-2013 11:00,0,0.5824,0.5295,0.3767,30
02-05-2013 12:00,0,0.582,0.529,0.3764,30
02-05-2013 13:00,0,0.5816,0.529,0.376,30
02-05-2013 14:00,0,0.5813,0.5287,0.3756,30
02-05-2013 15:00,0,0.581,0.5287,0.3753,30
02-05-2013 16:00,0,0.5823,0.5284,0.3749,30
02-05-2013 17:00,0,0.583,0.5284,0.3748,30
02-05-2013 18:00,0,0.583,0.528,0.3748,30
02-05-2013 19:00,0,0.5828,0.528,0.3748,30
02-05-2013 20:00,0,0.5825,0.5278,0.3749,30
02-05-2013 21:00,0,0.5822,0.5278,0.3748,30
02-05-2013 22:00,0,0.5823,0.5278,0.3748,30
02-05-2013 23:00,0,0.5826,0.5278,0.3751,30
03-05-2013 0:00,0,0.5828,0.528,0.3753,30
03-05-2013 1:00,0,0.5825,0.528,0.3757,30
03-05-2013 2:00,0,0.5824,0.528,0.3761,30
03-05-2013 3:00,0,0.5823,0.528,0.3766,30
03-05-2013 4:00,0,0.5825,0.5278,0.3769,30
03-05-2013 5:00,0,0.5825,0.5278,0.3773,30
03-05-2013 6:00,0,0.5826,0.5278,0.3774,30
03-05-2013 7:00,0,0.5825,0.5278,0.3775,30
03-05-2013 8:00,0,0.5825,0.5276,0.3774,30
03-05-2013 9:00,0,0.5824,0.5276,0.3773,30
03-05-2013 10:00,0,0.5821,0.5275,0.3771,30
03-05-2013 11:00,0,0.5819,0.5275,0.3767,30
03-05-2013 12:00,0,0.5816,0.5272,0.3764,30
03-05-2013 13:00,0,0.5812,0.5272,0.3761,30
03-05-2013 14:00,0,0.5809,0.527,0.3757,30
03-05-2013 15:00,0,0.5806,0.527,0.3754,30
03-05-2013 16:00,0,0.5819,0.5267,0.3749,30
03-05-2013 17:00,0,0.5827,0.5267,0.3748,30
03-05-2013 18:00,0,0.5827,0.5264,0.3748,30
03-05-2013 19:00,0,0.5825,0.5264,0.3749,30
03-05-2013 20:00,0,0.5823,0.526,0.3748,30
03-05-2013 21:00,0,0.5821,0.526,0.3748,30
03-05-2013 22:00,0,0.5821,0.5258,0.3747,30
03-05-2013 23:00,0,0.5824,0.5258,0.3748,30
04-05-2013 0:00,0,0.5825,0.5259,0.3752,30
04-05-2013 1:00,0,0.5823,0.5259,0.3756,30
04-05-2013 2:00,0,0.5821,0.527,0.3761,30
04-05-2013 3:00,0,0.5822,0.527,0.3766,30
04-05-2013 4:00,0,0.5824,0.527,0.3771,30
04-05-2013 5:00,0,0.5824,0.527,0.3774,30
04-05-2013 6:00,0,0.5825,0.5264,0.3776,30
04-05-2013 7:00,0,0.5824,0.5264,0.3777,30
04-05-2013 8:00,0,0.5823,0.5258,0.3777,30
04-05-2013 9:00,0,0.5821,0.5258,0.3774,30
04-05-2013 10:00,0,0.5819,0.5252,0.3773,30
04-05-2013 11:00,0,0.5816,0.5252,0.3768,30
04-05-2013 12:00,0,0.5813,0.5248,0.3765,30
04-05-2013 13:00,0,0.5809,0.5248,0.3761,30
04-05-2013 14:00,0,0.5806,0.5246,0.3756,30
04-05-2013 15:00,0,0.5803,0.5246,0.3752,30
04-05-2013 16:00,0,0.5816,0.5243,0.3748,30
04-05-2013 17:00,0,0.5824,0.5243,0.3745,30
04-05-2013 18:00,0,0.5824,0.5239,0.3745,30
04-05-2013 19:00,0,0.5821,0.5239,0.3745,30
04-05-2013 20:00,0,0.5818,0.5237,0.3745,30
04-05-2013 21:00,0,0.5817,0.5237,0.3743,30
04-05-2013 22:00,0,0.5817,0.5238,0.3743,30
04-05-2013 23:00,0,0.582,0.5238,0.3744,30
05-05-2013 0:00,0,0.5821,0.5239,0.3748,30
05-05-2013 1:00,0,0.582,0.5239,0.3751,30
05-05-2013 2:00,0,0.5818,0.5241,0.3756,30
05-05-2013 3:00,0,0.582,0.5241,0.3761,30
05-05-2013 4:00,0,0.5828,0.5241,0.3767,30
05-05-2013 5:00,0,0.583,0.5241,0.3772,30
05-05-2013 6:00,0,0.583,0.5241,0.3775,30
05-05-2013 7:00,0,0.5831,0.5241,0.3777,30
05-05-2013 8:00,0,0.5831,0.5242,0.3777,30
05-05-2013 9:00,0,0.583,0.5242,0.3776,30
05-05-2013 10:00,0,0.5828,0.524,0.3775,30
05-05-2013 11:00,0,0.5828,0.524,0.3773,30
05-05-2013 12:00,0,0.5827,0.5235,0.3772,30
05-05-2013 13:00,0,0.5825,0.5235,0.3769,30
05-05-2013 14:00,0,0.5825,0.5231,0.3767,30
05-05-2013 15:00,0,0.5822,0.5231,0.3765,30
05-05-2013 16:00,0,0.5821,0.5227,0.3763,30
05-05-2013 17:00,0,0.582,0.5227,0.3761,30
05-05-2013 18:00,0,0.5821,0.5223,0.3759,30
05-05-2013 19:00,0,0.5825,0.5223,0.3757,30
05-05-2013 20:00,0,0.5826,0.5223,0.3756,30
05-05-2013 21:00,0,0.5827,0.5223,0.3755,30
05-05-2013 22:00,0,0.5826,0.5219,0.3755,30
05-05-2013 23:00,0,0.5828,0.5219,0.3754,30
06-05-2013 0:00,0,0.5825,0.5219,0.3754,30
06-05-2013 1:00,0,0.5821,0.5219,0.3754,30
06-05-2013 2:00,0,0.5821,0.523,0.3755,30
06-05-2013 3:00,0,0.5816,0.523,0.3755,30
06-05-2013 4:00,0,0.5816,0.523,0.3757,30
06-05-2013 5:00,0,0.5815,0.523,0.3757,30
06-05-2013 6:00,0,0.5813,0.5226,0.3757,30
06-05-2013 7:00,0,0.5812,0.5226,0.3756,30
06-05-2013 8:00,0,0.5812,0.5219,0.3755,30
06-05-2013 9:00,0,0.5811,0.5219,0.3753,30
06-05-2013 10:00,0,0.5808,0.5214,0.375,30
06-05-2013 11:00,0,0.5806,0.5214,0.3748,30
06-05-2013 12:00,0,0.5803,0.521,0.3745,30
06-05-2013 13:00,0,0.58,0.521,0.3742,30
06-05-2013 14:00,0,0.5797,0.5207,0.3739,30
06-05-2013 15:00,0,0.5794,0.5207,0.3736,30
06-05-2013 16:00,0,0.5802,0.5204,0.3733,30
06-05-2013 17:00,0,0.5809,0.5204,0.3731,30
06-05-2013 18:00,0,0.5806,0.5201,0.3731,30
06-05-2013 19:00,0,0.5805,0.5201,0.3731,30
06-05-2013 20:00,0,0.5804,0.5198,0.373,30
06-05-2013 21:00,0,0.5803,0.5198,0.373,30
06-05-2013 22:00,0,0.5803,0.5198,0.373,30
06-05-2013 23:00,0,0.5803,0.5198,0.3731,30
07-05-2013 0:00,0,0.5803,0.5199,0.3731,30
07-05-2013 1:00,0,0.5799,0.5199,0.3734,30
07-05-2013 2:00,0,0.5799,0.5199,0.3736,30
07-05-2013 3:00,0,0.5803,0.5199,0.3739,30
07-05-2013 4:00,0,0.5807,0.5197,0.3742,30
07-05-2013 5:00,0,0.581,0.5197,0.3743,30
07-05-2013 6:00,0,0.5812,0.5196,0.3746,30
07-05-2013 7:00,0,0.5812,0.5196,0.3746,30
07-05-2013 8:00,0,0.5812,0.5195,0.3746,30
07-05-2013 9:00,0,0.5812,0.5195,0.3746,30
07-05-2013 10:00,0,0.5811,0.5196,0.3745,30
07-05-2013 11:00,0,0.581,0.5196,0.3744,30
07-05-2013 12:00,0,0.5808,0.5192,0.3743,30
07-05-2013 13:00,0,0.5808,0.5192,0.3742,30
07-05-2013 14:00,0,0.5806,0.5189,0.3741,30
07-05-2013 15:00,0,0.5804,0.5189,0.3739,30
07-05-2013 16:00,0,0.5807,0.5185,0.3738,30
07-05-2013 17:00,0,0.5808,0.5185,0.3737,30
07-05-2013 18:00,0,0.5809,0.5184,0.3736,30
07-05-2013 19:00,0,0.5808,0.5184,0.3736,30
07-05-2013 20:00,0,0.5811,0.5179,0.3735,30
07-05-2013 21:00,0,0.581,0.5179,0.3735,30
07-05-2013 22:00,0,0.5812,0.5176,0.3735,30
07-05-2013 23:00,0,0.5811,0.5176,0.3735,30
08-05-2013 0:00,0,0.5811,0.5176,0.3736,30
08-05-2013 1:00,0,0.5808,0.5176,0.3736,30
08-05-2013 2:00,0,0.5806,0.5189,0.3736,30
08-05-2013 3:00,0,0.5808,0.5189,0.3737,30
08-05-2013 4:00,0,0.5807,0.5188,0.3738,30
08-05-2013 5:00,0,0.5805,0.5188,0.3739,30
08-05-2013 6:00,0,0.5802,0.5184,0.3739,30
08-05-2013 7:00,0,0.58,0.5184,0.3737,30
08-05-2013 8:00,0,0.5799,0.5177,0.3736,30
08-05-2013 9:00,0,0.5798,0.5177,0.3734,30
08-05-2013 10:00,0,0.5795,0.5172,0.373,30
08-05-2013 11:00,0,0.5792,0.5172,0.3728,30
08-05-2013 12:00,0,0.5789,0.5168,0.3724,30
08-05-2013 13:00,0,0.5785,0.5168,0.3721,30
08-05-2013 14:00,0,0.5781,0.5165,0.3717,30
08-05-2013 15:00,0,0.5777,0.5165,0.3713,30
08-05-2013 16:00,0,0.5788,0.5164,0.371,30
08-05-2013 17:00,0,0.5798,0.5164,0.3707,30
08-05-2013 18:00,0,0.58,0.516,0.3707,30
08-05-2013 19:00,0,0.5798,0.516,0.3707,30
08-05-2013 20:00,0,0.5795,0.5157,0.3707,30
08-05-2013 21:00,0,0.5794,0.5157,0.3707,30
08-05-2013 22:00,0,0.5793,0.5157,0.3707,30
08-05-2013 23:00,0,0.5794,0.5157,0.3708,30
09-05-2013 0:00,0,0.5795,0.5156,0.3711,30
09-05-2013 1:00,0,0.5792,0.5156,0.3713,30
09-05-2013 2:00,0,0.5787,0.5157,0.3717,30
09-05-2013 3:00,0,0.5788,0.5157,0.3719,30
09-05-2013 4:00,0,0.5789,0.5156,0.3723,30
09-05-2013 5:00,0,0.579,0.5156,0.3724,30
09-05-2013 6:00,0.2,0.5789,0.5156,0.3726,30
09-05-2013 7:00,0.2,0.5789,0.5156,0.3726,30
09-05-2013 8:00,0,0.5787,0.5154,0.3725,30
09-05-2013 9:00,0,0.5786,0.5154,0.3724,30
09-05-2013 10:00,0,0.5782,0.5152,0.372,30
09-05-2013 11:00,0,0.5779,0.5152,0.3717,30
09-05-2013 12:00,0,0.5776,0.515,0.3713,30
09-05-2013 13:00,0,0.5772,0.515,0.371,30
09-05-2013 14:00,0,0.5769,0.5149,0.3706,30
09-05-2013 15:00,0,0.5765,0.5149,0.3702,30
09-05-2013 16:00,0,0.5777,0.5145,0.3699,30
09-05-2013 17:00,0,0.5787,0.5145,0.3696,30
09-05-2013 18:00,0,0.5789,0.5141,0.3697,30
09-05-2013 19:00,0,0.5786,0.5141,0.3698,30
09-05-2013 20:00,0,0.5784,0.5138,0.3698,30
09-05-2013 21:00,0,0.5781,0.5138,0.3698,30
09-05-2013 22:00,0,0.578,0.5136,0.3698,30
09-05-2013 23:00,0,0.5783,0.5136,0.3699,30
10-05-2013 0:00,0,0.5782,0.5137,0.3701,30
10-05-2013 1:00,0,0.5782,0.5137,0.3705,30
10-05-2013 2:00,0,0.578,0.5148,0.3709,30
10-05-2013 3:00,0,0.5781,0.5148,0.3713,30
10-05-2013 4:00,0,0.5782,0.5148,0.3718,30
10-05-2013 5:00,0,0.5784,0.5148,0.3721,30
10-05-2013 6:00,0,0.5784,0.5144,0.3723,30
10-05-2013 7:00,0,0.5784,0.5144,0.3724,30
10-05-2013 8:00,0,0.5782,0.5138,0.3724,30
10-05-2013 9:00,0,0.5782,0.5138,0.3722,30
10-05-2013 10:00,0,0.5781,0.5133,0.372,30
10-05-2013 11:00,0,0.5776,0.5133,0.3718,30
10-05-2013 12:00,0,0.5772,0.5129,0.3715,30
10-05-2013 13:00,0,0.5769,0.5129,0.3711,30
10-05-2013 14:00,0,0.5765,0.5127,0.3708,30
10-05-2013 15:00,0,0.5763,0.5127,0.3704,30
10-05-2013 16:00,0,0.5775,0.5125,0.37,30
10-05-2013 17:00,0,0.5783,0.5125,0.3699,30
10-05-2013 18:00,0,0.5783,0.5121,0.37,30
10-05-2013 19:00,0,0.5781,0.5121,0.37,30
10-05-2013 20:00,0,0.5778,0.5119,0.37,30
10-05-2013 21:00,0,0.5777,0.5119,0.3699,30
10-05-2013 22:00,0,0.5777,0.512,0.3698,30
10-05-2013 23:00,0,0.5779,0.512,0.37,30
11-05-2013 0:00,0,0.5778,0.5121,0.3701,30
11-05-2013 1:00,0,0.5777,0.5121,0.3705,30
11-05-2013 2:00,0,0.5774,0.5121,0.3708,30
11-05-2013 3:00,0,0.5774,0.5121,0.3712,30
11-05-2013 4:00,0,0.5777,0.5121,0.3716,30
11-05-2013 5:00,0,0.5778,0.5121,0.3718,30
11-05-2013 6:00,0,0.5777,0.5121,0.372,30
11-05-2013 7:00,0,0.5777,0.5121,0.372,30
11-05-2013 8:00,0,0.5775,0.512,0.3718,30
11-05-2013 9:00,0,0.5773,0.512,0.3718,30
11-05-2013 10:00,0,0.5773,0.512,0.3715,30
11-05-2013 11:00,0,0.5769,0.512,0.3712,30
11-05-2013 12:00,0,0.5765,0.5115,0.3708,30
11-05-2013 13:00,0,0.5762,0.5115,0.3705,30
11-05-2013 14:00,0,0.5758,0.5113,0.37,30
11-05-2013 15:00,0,0.5755,0.5113,0.3697,30
11-05-2013 16:00,0,0.5766,0.511,0.3694,30
11-05-2013 17:00,0,0.5777,0.511,0.369,30
11-05-2013 18:00,0,0.5777,0.5107,0.3689,30
11-05-2013 19:00,0,0.5775,0.5107,0.369,30
11-05-2013 20:00,0,0.5773,0.5104,0.369,30
11-05-2013 21:00,0,0.5771,0.5104,0.369,30
11-05-2013 22:00,0,0.577,0.5101,0.3689,30
11-05-2013 23:00,0,0.5773,0.5101,0.369,30
12-05-2013 0:00,0,0.5773,0.5101,0.3692,30
12-05-2013 1:00,0,0.5773,0.5101,0.3695,30
12-05-2013 2:00,0,0.5771,0.5114,0.37,30
12-05-2013 3:00,0,0.5772,0.5114,0.3704,30
12-05-2013 4:00,0,0.5775,0.5114,0.3709,30
12-05-2013 5:00,0,0.5776,0.5114,0.3712,30
12-05-2013 6:00,0,0.5777,0.5109,0.3714,30
12-05-2013 7:00,0,0.5777,0.5109,0.3715,30
12-05-2013 8:00,0,0.5777,0.5104,0.3715,30
12-05-2013 9:00,0,0.5777,0.5104,0.3714,30
12-05-2013 10:00,0,0.5775,0.5099,0.3713,30
12-05-2013 11:00,0,0.5774,0.5099,0.3712,30
12-05-2013 12:00,0,0.5776,0.5094,0.3709,30
12-05-2013 13:00,0,0.5772,0.5094,0.3707,30
12-05-2013 14:00,0,0.577,0.5092,0.3704,30
12-05-2013 15:00,0,0.5769,0.5092,0.3701,30
12-05-2013 16:00,0,0.5766,0.5089,0.37,30
12-05-2013 17:00,0,0.5765,0.5089,0.3699,30
12-05-2013 18:00,0,0.5768,0.5088,0.3697,30
12-05-2013 19:00,0,0.5768,0.5088,0.3697,30
12-05-2013 20:00,0,0.5768,0.5086,0.3697,30
12-05-2013 21:00,0,0.5767,0.5086,0.3696,30
12-05-2013 22:00,0,0.5769,0.5086,0.3696,30
12-05-2013 23:00,0,0.577,0.5086,0.3698,30
13-05-2013 0:00,0,0.5772,0.5085,0.3699,30
13-05-2013 1:00,0,0.5767,0.5085,0.37,30
13-05-2013 2:00,0,0.5763,0.5086,0.3701,30
13-05-2013 3:00,0,0.576,0.5086,0.3702,30
13-05-2013 4:00,0,0.5761,0.5089,0.3703,30
13-05-2013 5:00,0,0.576,0.5089,0.3703,30
13-05-2013 6:00,0,0.5763,0.5088,0.3702,30
13-05-2013 7:00,0,0.5765,0.5088,0.3702,30
13-05-2013 8:00,0,0.5765,0.5086,0.3701,30
13-05-2013 9:00,0,0.5764,0.5086,0.37,30
13-05-2013 10:00,0,0.5763,0.5085,0.3699,30
13-05-2013 11:00,0,0.5756,0.5085,0.3697,30
13-05-2013 12:00,0,0.5752,0.5082,0.3694,30
13-05-2013 13:00,0,0.5747,0.5082,0.3691,30
13-05-2013 14:00,0,0.5746,0.5079,0.3688,30
13-05-2013 15:00,0,0.5743,0.5079,0.3686,30
13-05-2013 16:00,0,0.5756,0.5078,0.3682,30
13-05-2013 17:00,0,0.5767,0.5078,0.3682,30
13-05-2013 18:00,0,0.5769,0.5074,0.3681,30
13-05-2013 19:00,0,0.5767,0.5074,0.3682,30
13-05-2013 20:00,0,0.5765,0.507,0.3682,30
13-05-2013 21:00,0,0.5765,0.507,0.3682,30
13-05-2013 22:00,0,0.5764,0.5068,0.3682,30
13-05-2013 23:00,0,0.5768,0.5068,0.3683,30
14-05-2013 0:00,0,0.5769,0.5069,0.3685,30
14-05-2013 1:00,0,0.5768,0.5069,0.3689,30
14-05-2013 2:00,0,0.5765,0.5082,0.3693,30
14-05-2013 3:00,0,0.5765,0.5082,0.3697,30
14-05-2013 4:00,0,0.5767,0.5081,0.37,30
14-05-2013 5:00,0,0.5769,0.5081,0.3703,30
14-05-2013 6:00,0,0.5769,0.5076,0.3705,30
14-05-2013 7:00,0,0.5769,0.5076,0.3706,30
14-05-2013 8:00,0,0.5768,0.507,0.3704,30
14-05-2013 9:00,0,0.5766,0.507,0.3703,30
14-05-2013 10:00,0,0.5763,0.5066,0.37,30
14-05-2013 11:00,0,0.5761,0.5066,0.3698,30
14-05-2013 12:00,0,0.5757,0.5061,0.3694,30
14-05-2013 13:00,0,0.5754,0.5061,0.3691,30
14-05-2013 14:00,0,0.5751,0.5059,0.3687,30
14-05-2013 15:00,0,0.5747,0.5059,0.3683,30
14-05-2013 16:00,0,0.576,0.5057,0.368,30
14-05-2013 17:00,0,0.577,0.5057,0.3676,30
14-05-2013 18:00,0,0.5769,0.5055,0.3677,30
14-05-2013 19:00,0,0.5767,0.5055,0.3677,30
14-05-2013 20:00,0,0.5765,0.5055,0.3677,30
14-05-2013 21:00,0,0.5764,0.5055,0.3676,30
14-05-2013 22:00,0,0.5764,0.5057,0.3677,30
14-05-2013 23:00,0,0.5767,0.5057,0.3678,30
15-05-2013 0:00,0,0.5769,0.5057,0.3682,30
15-05-2013 1:00,0,0.5768,0.5057,0.3686,30
15-05-2013 2:00,0,0.5769,0.5061,0.3689,30
15-05-2013 3:00,0,0.5769,0.5061,0.3695,30
15-05-2013 4:00,0,0.5769,0.5062,0.37,30
15-05-2013 5:00,0,0.5771,0.5062,0.3703,30
15-05-2013 6:00,0.2,0.5771,0.5063,0.3706,30
15-05-2013 7:00,0,0.5771,0.5063,0.3706,30
15-05-2013 8:00,0,0.5771,0.5063,0.3706,30
15-05-2013 9:00,0,0.5769,0.5063,0.3705,30
15-05-2013 10:00,0,0.5768,0.5063,0.3702,30
15-05-2013 11:00,0,0.5765,0.5063,0.37,30
